crack_start,crack_tip,load_location,load_condition,bottom_surface_deflections
"(6.74823702392788, 0)","(6.74823702392788, 0.3709534003071487)",[7.65197324 1.        ],[    0 -3447],"[ 0.         -0.00446666 -0.00891912 -0.01334317 -0.01772461 -0.02204923
 -0.02630283 -0.03047121 -0.03454017 -0.03849548 -0.04232297 -0.04600841
 -0.04953761 -0.05289637 -0.05607047 -0.05904572 -0.06180793 -0.06434294
 -0.06663662 -0.06867471 -0.07044234 -0.07192258 -0.0730943  -0.07393557
 -0.07445233 -0.07473945 -0.0751565  -0.07268259 -0.06938306 -0.06561151
 -0.06146011 -0.05682733 -0.05169584 -0.04611986 -0.04017434 -0.03392688
 -0.02743397 -0.02074614 -0.01391212 -0.00698049  0.        ]"
"(7.925350429912147, 0)","(7.925350429912147, 0.1393736581528084)",[2.65967937 1.        ],[    0 -7435],"[ 0.         -0.01286638 -0.02563403 -0.03820426 -0.05047844 -0.06235821
 -0.07374551 -0.08454184 -0.09464493 -0.10394074 -0.11229517 -0.11956783
 -0.12567333 -0.13063577 -0.1345343  -0.13744172 -0.1394108  -0.14048254
 -0.14069416 -0.14008245 -0.13868451 -0.13653767 -0.13367937 -0.13014711
 -0.1259783  -0.12121035 -0.1158796  -0.11002246 -0.10366956 -0.09684713
 -0.0897025  -0.08235718 -0.0740891  -0.06535777 -0.05650741 -0.0474536
 -0.03819451 -0.02877934 -0.01924915 -0.00964334  0.        ]"
"(6.127808655980781, 0)","(6.127808655980781, 0.28064677469140437)",[2.62368825 1.        ],[    0 -2790],"[ 0.         -0.00488336 -0.00972841 -0.01449686 -0.01915052 -0.02365131
 -0.027961   -0.03203993 -0.03584402 -0.03932169 -0.04241897 -0.04510254
 -0.04738017 -0.04928028 -0.05082892 -0.05204464 -0.05294158 -0.0535324
 -0.05382934 -0.05384391 -0.05358556 -0.05306176 -0.05229491 -0.05136021
 -0.05043493 -0.04836789 -0.04595455 -0.04340387 -0.04072465 -0.03788275
 -0.03489038 -0.03176639 -0.02852633 -0.02518394 -0.02175222 -0.01824392
 -0.01467177 -0.01104854 -0.00738698 -0.00369988  0.        ]"
"(7.4323317980998445, 0)","(7.4323317980998445, 0.3232682429649112)",[5.91298324 1.        ],[    0 -8967],"[ 0.         -0.01630438 -0.03254306 -0.04865037 -0.06456062 -0.0802081
 -0.09552714 -0.11045205 -0.12491714 -0.13885671 -0.15220508 -0.16489657
 -0.17686547 -0.1880461  -0.19837276 -0.20777977 -0.21620144 -0.22357224
 -0.22982689 -0.23490056 -0.23872797 -0.24123928 -0.24235016 -0.24195037
 -0.23991676 -0.23618016 -0.23080032 -0.22399131 -0.21622836 -0.20861955
 -0.19377928 -0.17702171 -0.15950206 -0.14138281 -0.12253478 -0.10303964
 -0.08302835 -0.06261638 -0.04190806 -0.02100313  0.        ]"
"(6.628784159457354, 0)","(6.628784159457354, 0.2825297621577518)",[2.19017706 1.        ],[    0 -7183],"[ 0.         -0.01168716 -0.0232725  -0.0346544  -0.04573153 -0.05640217
 -0.06656093 -0.07609103 -0.08485639 -0.09271476 -0.09957707 -0.10546005
 -0.11043357 -0.11456139 -0.11788791 -0.12044617 -0.12226558 -0.12337512
 -0.12380413 -0.12358207 -0.12273788 -0.12129892 -0.11928809 -0.11672435
 -0.11365717 -0.11024309 -0.10684426 -0.10112993 -0.09472084 -0.08804361
 -0.08111638 -0.07387418 -0.06634555 -0.05857228 -0.0505896  -0.04242906
 -0.0341207  -0.02569407 -0.0171787  -0.00860415  0.        ]"
"(1.9866326180016047, 0)","(1.9866326180016047, 0.41838675720006524)",[5.69851809 1.        ],[    0 -2554],"[ 0.         -0.00538234 -0.01074353 -0.01606106 -0.02131219 -0.02648397
 -0.03159507 -0.03677549 -0.04068691 -0.0442218  -0.04750714 -0.05060743
 -0.05348489 -0.05611595 -0.05848493 -0.06057464 -0.06236612 -0.06383979
 -0.06497596 -0.06575479 -0.06615518 -0.06615196 -0.06571312 -0.06480444
 -0.06341064 -0.06155403 -0.05927583 -0.05661507 -0.05360391 -0.05027048
 -0.04664159 -0.04274391 -0.03860421 -0.03424936 -0.02970623 -0.02500174
 -0.02016276 -0.0152162  -0.01018896 -0.00510793  0.        ]"
"(7.8602250361175345, 0)","(7.8602250361175345, 0.35329658707078404)",[3.64855513 1.        ],[    0 -6530],"[ 0.         -0.01290241 -0.02573007 -0.03840825 -0.05086218 -0.06301714
 -0.07479836 -0.08613112 -0.09694078 -0.10715289 -0.11669329 -0.12548744
 -0.13345747 -0.14051516 -0.14655473 -0.15146481 -0.15518237 -0.15774054
 -0.15922079 -0.15969901 -0.15923353 -0.15787233 -0.1556601  -0.15264118
 -0.14886002 -0.14436056 -0.13918463 -0.13336965 -0.12695395 -0.12000942
 -0.112704   -0.10549274 -0.09512786 -0.08399528 -0.07255246 -0.0609007
 -0.04901303 -0.03692517 -0.02469343 -0.01236935  0.        ]"
"(6.49192828274722, 0)","(6.49192828274722, 0.30170668613467866)",[4.06611236 1.        ],[    0 -6585],"[ 0.         -0.01386382 -0.02765528 -0.04130202 -0.05473168 -0.06787191
 -0.08065033 -0.09299459 -0.10483234 -0.11609133 -0.1266995  -0.13658507
 -0.1456759  -0.15389647 -0.16116085 -0.1673654  -0.17240093 -0.17620699
 -0.17881991 -0.1803236  -0.18079283 -0.18027636 -0.17880993 -0.17648328
 -0.1735655  -0.17076811 -0.16314692 -0.15420738 -0.14470479 -0.13475068
 -0.12423962 -0.11320832 -0.10172696 -0.08985526 -0.07764537 -0.06514637
 -0.05240643 -0.03947364 -0.02639615 -0.0132222   0.        ]"
"(4.955012975814629, 0)","(4.955012975814629, 0.14412382964254775)",[3.83474236 1.        ],[    0 -1929],"[ 0.         -0.00382154 -0.007621   -0.01137629 -0.01506535 -0.01866609
 -0.02215642 -0.02551428 -0.0287176  -0.03174442 -0.03457282 -0.03718082
 -0.0395454  -0.04164046 -0.04343385 -0.04489171 -0.0459899  -0.04672876
 -0.04721799 -0.04756236 -0.04714191 -0.04631187 -0.04534745 -0.04416374
 -0.04273927 -0.04109743 -0.03925456 -0.03722561 -0.0350244  -0.03266427
 -0.03015845 -0.02752017 -0.02476266 -0.02189917 -0.01894294 -0.01590722
 -0.01280527 -0.00965032 -0.00645563 -0.00323444  0.        ]"
"(6.003026392278288, 0)","(6.003026392278288, 0.37655583443287344)",[5.81593409 1.        ],[    0 -6208],"[ 0.         -0.01327387 -0.02649942 -0.03962833 -0.05261228 -0.06540295
 -0.07795202 -0.09021117 -0.10213208 -0.11366643 -0.1247659  -0.13538217
 -0.14546692 -0.15497183 -0.16384863 -0.17204916 -0.17952534 -0.18622898
 -0.19211035 -0.19711366 -0.20116837 -0.20419355 -0.20617221 -0.20733432
 -0.20873329 -0.20189027 -0.19288942 -0.18288349 -0.17218165 -0.16066537
 -0.14837524 -0.13540685 -0.12184333 -0.1077561  -0.09321175 -0.07827555
 -0.06301265 -0.0474883  -0.03176782 -0.0159166   0.        ]"
"(7.277331924013637, 0)","(7.277331924013637, 0.34188098044658866)",[2.64153933 1.        ],[    0 -2563],"[ 0.         -0.00458961 -0.00914519 -0.01363271 -0.01801817 -0.02226768
 -0.02634742 -0.03022344 -0.03386049 -0.03721925 -0.04025349 -0.04291483
 -0.04517382 -0.04703878 -0.04853699 -0.04969354 -0.05052662 -0.05105037
 -0.05127762 -0.05122106 -0.05089349 -0.05030781 -0.04947689 -0.04841339
 -0.04712929 -0.04563493 -0.04394024 -0.04206664 -0.04007075 -0.03809539
 -0.03517305 -0.03199926 -0.02872538 -0.02537294 -0.02192502 -0.01839233
 -0.01479203 -0.01113923 -0.00744761 -0.00373024  0.        ]"
"(5.089616387566738, 0)","(5.089616387566738, 0.2263808536029016)",[2.68108124 1.        ],[    0 -1686],"[ 0.         -0.00312601 -0.00622964 -0.00928849 -0.01228022 -0.0151825
 -0.01797311 -0.02062971 -0.0231291  -0.02544543 -0.0275483  -0.02940588
 -0.03099883 -0.03233262 -0.03342498 -0.0342917  -0.0349426  -0.03538205
 -0.03562353 -0.0357264  -0.03581349 -0.03512484 -0.03416104 -0.03309484
 -0.03191322 -0.03058625 -0.02912483 -0.02754191 -0.02584784 -0.0240518
 -0.02216241 -0.02018815 -0.01813749 -0.0160189  -0.01384087 -0.0116119
 -0.00934047 -0.00703507 -0.0047042  -0.00235635  0.        ]"
"(3.995027264991612, 0)","(3.995027264991612, 0.4804428997166071)",[7.19744589 1.        ],[    0 -3927],"[ 0.         -0.00678318 -0.01354658 -0.02027042 -0.02693493 -0.03352035
 -0.04000694 -0.04637495 -0.05260457 -0.05867546 -0.06456568 -0.07025047
 -0.0757057  -0.08092815 -0.08597781 -0.0911795  -0.093283   -0.09455503
 -0.09531556 -0.0957314  -0.09576237 -0.09538307 -0.09458161 -0.09334349
 -0.09165099 -0.08948472 -0.08682297 -0.08363777 -0.07989065 -0.0755398
 -0.07057248 -0.06503378 -0.05899788 -0.05253559 -0.04570713 -0.03856655
 -0.03116585 -0.02355684 -0.01579146 -0.0079218   0.        ]"
"(4.465916738868316, 0)","(4.465916738868316, 0.4586911684774418)",[2.56350855 1.        ],[    0 -6249],"[ 0.         -0.01384651 -0.02760719 -0.04119632 -0.05452833 -0.06751795
 -0.08007956 -0.09212435 -0.10355369 -0.11425212 -0.1240986  -0.13301718
 -0.14102031 -0.14816093 -0.15449005 -0.16009063 -0.16517797 -0.17055767
 -0.16912266 -0.16602041 -0.16204969 -0.15754116 -0.15247076 -0.14685435
 -0.14073692 -0.13415782 -0.12714933 -0.11974065 -0.11196028 -0.10383668
 -0.09539838 -0.08667396 -0.07769204 -0.06848123 -0.05907015 -0.04948739
 -0.03976158 -0.02992132 -0.01999523 -0.01001192  0.        ]"
"(4.48467929077325, 0)","(4.48467929077325, 0.46055281648516916)",[5.31041487 1.        ],[    0 -5244],"[ 0.         -0.01398556 -0.02792549 -0.04177419 -0.05548603 -0.0690154
 -0.08231668 -0.09534429 -0.10805271 -0.12039644 -0.13232973 -0.1438055
 -0.15477241 -0.16517186 -0.17494708 -0.18409647 -0.19278454 -0.20186962
 -0.20284558 -0.20165044 -0.19910215 -0.19560556 -0.19106995 -0.1855216
 -0.17906079 -0.17177618 -0.16373348 -0.15498633 -0.14558483 -0.13557874
 -0.12501813 -0.11395332 -0.10243471 -0.09051274 -0.07823781 -0.06566037
 -0.05283082 -0.03979958 -0.02661709 -0.01333376  0.        ]"
"(6.52509345289887, 0)","(6.52509345289887, 0.3658197238741232)",[4.35865703 1.        ],[    0 -7265],"[ 0.         -0.01557096 -0.03106541 -0.04640685 -0.06151878 -0.07632469
 -0.09074807 -0.10471241 -0.11814121 -0.13095798 -0.14308632 -0.15445007
 -0.16497336 -0.17457992 -0.18318977 -0.19071142 -0.19703387 -0.20203998
 -0.20566638 -0.20795644 -0.20900592 -0.20890001 -0.20769563 -0.205439
 -0.20223681 -0.19838422 -0.19474084 -0.18490986 -0.17350373 -0.16138678
 -0.1487666  -0.13555765 -0.12179803 -0.10756733 -0.09293565 -0.07796413
 -0.06271025 -0.04723049 -0.03158122 -0.01581888  0.        ]"
"(1.6238262109596393, 0)","(1.6238262109596393, 0.194041737666848)",[4.15576666 1.        ],[    0 -2211],"[ 0.         -0.0044678  -0.00891062 -0.0133013  -0.01761517 -0.02186367
 -0.0261137  -0.02985998 -0.03333766 -0.03667321 -0.03982142 -0.0427273
 -0.04537245 -0.04773676 -0.04979719 -0.05152641 -0.05289068 -0.05385434
 -0.05439803 -0.054535   -0.05429485 -0.05370529 -0.05278811 -0.05156155
 -0.05004278 -0.0482488  -0.04619671 -0.04390369 -0.04138696 -0.0386637
 -0.03575115 -0.0326665  -0.02942696 -0.02604975 -0.02255208 -0.01895115
 -0.01526418 -0.01150837 -0.00770093 -0.00385907  0.        ]"
"(3.8572553754060057, 0)","(3.8572553754060057, 0.4305872695046672)",[1.88589995 1.        ],[    0 -4411],"[ 0.         -0.00836715 -0.01666995 -0.02484417 -0.03282532 -0.04054668
 -0.04793459 -0.05490349 -0.06136395 -0.06725843 -0.07259206 -0.0773985
 -0.08170895 -0.08557418 -0.0891301  -0.09283675 -0.09288783 -0.09201731
 -0.09067883 -0.08902833 -0.0870277  -0.08468313 -0.08202187 -0.07906714
 -0.07583751 -0.07234959 -0.06861948 -0.06466324 -0.06049698 -0.05613684
 -0.05159898 -0.04689955 -0.0420547  -0.03708061 -0.03199341 -0.02680928
 -0.02154437 -0.01621482 -0.01083681 -0.00542648  0.        ]"
"(4.757710911816483, 0)","(4.757710911816483, 0.3299249857635914)",[2.84216817 1.        ],[    0 -6000],"[ 0.         -0.01193891 -0.02379814 -0.03549805 -0.04695905 -0.05810177
 -0.06884706 -0.07911545 -0.0888244  -0.0978819  -0.10617984 -0.11360501
 -0.12008839 -0.12564838 -0.13034463 -0.13422445 -0.13731636 -0.1396889
 -0.1415654  -0.14355848 -0.14132273 -0.13790536 -0.13395765 -0.12957874
 -0.12466286 -0.11922992 -0.11332961 -0.10700232 -0.10028174 -0.09319882
 -0.08578373 -0.07806656 -0.07007744 -0.06184659 -0.0534042  -0.0447805
 -0.03600571 -0.02711005 -0.01812373 -0.00907697  0.        ]"
"(2.9431226427525456, 0)","(2.9431226427525456, 0.21467802972734906)",[4.98581393 1.        ],[    0 -1383],"[ 0.         -0.0028612  -0.00570975 -0.00853302 -0.01131833 -0.01405287
 -0.01672335 -0.01931535 -0.02181208 -0.02420313 -0.02651479 -0.02883691
 -0.03052554 -0.03195163 -0.03324427 -0.03438637 -0.03533039 -0.03606506
 -0.03657884 -0.03685414 -0.03687116 -0.03661984 -0.03611034 -0.03536307
 -0.03439725 -0.03322839 -0.03186982 -0.03033416 -0.02863396 -0.0267818
 -0.02479034 -0.02267224 -0.02044016 -0.01810676 -0.01568472 -0.01318669
 -0.01062533 -0.00801332 -0.00536332 -0.00268799  0.        ]"
"(3.7581626765802465, 0)","(3.7581626765802465, 0.4333490067772811)",[6.02606145 1.        ],[    0 -2199],"[ 0.         -0.00489503 -0.00977395 -0.01462066 -0.01941903 -0.02415299
 -0.02880645 -0.03336333 -0.03780751 -0.04212241 -0.0462901  -0.05029004
 -0.05410171 -0.05772235 -0.06120422 -0.06479375 -0.06618654 -0.06696823
 -0.06738063 -0.06752816 -0.0673631  -0.06686206 -0.06601144 -0.06478913
 -0.0631682  -0.06113676 -0.058715   -0.05593935 -0.05284439 -0.04945882
 -0.04580785 -0.04191558 -0.03780597 -0.03350309 -0.02903107 -0.02441406
 -0.01967623 -0.01484175 -0.00993477 -0.00497947  0.        ]"
"(3.8224117603160215, 0)","(3.8224117603160215, 0.4502320964614228)",[6.63046049 1.        ],[    0 -1499],"[ 0.         -0.00298865 -0.00596837 -0.00893025 -0.01186536 -0.01476479
 -0.01761964 -0.02042099 -0.02315992 -0.02582724 -0.02841305 -0.03090619
 -0.03329577 -0.03558035 -0.03778697 -0.04006218 -0.04093972 -0.04144218
 -0.04171389 -0.04183011 -0.04177273 -0.04153036 -0.04109775 -0.04046831
 -0.03963318 -0.03858047 -0.03729409 -0.03575669 -0.03396202 -0.03192591
 -0.0296753  -0.02723585 -0.02462917 -0.02187453 -0.0189904  -0.01599518
 -0.01290733 -0.00974535 -0.00652779 -0.00327316  0.        ]"
"(3.0327552894627976, 0)","(3.0327552894627976, 0.4593458837294833)",[7.27720909 1.        ],[    0 -4565],"[ 0.         -0.00768078 -0.01533858 -0.02295044 -0.03049343 -0.03794451
 -0.04528017 -0.05247542 -0.05950261 -0.06633456 -0.07296338 -0.07943982
 -0.08606055 -0.08979644 -0.09274786 -0.09520672 -0.09733064 -0.09907813
 -0.10042099 -0.10134356 -0.10182761 -0.10185177 -0.10139336 -0.10042955
 -0.09893769 -0.09689488 -0.09427594 -0.09104847 -0.08716776 -0.08258524
 -0.0772861  -0.07132275 -0.06478142 -0.05774442 -0.05028178 -0.0424563
 -0.03432844 -0.02595842 -0.01740663 -0.00873362  0.        ]"
"(2.79462035794469, 0)","(2.79462035794469, 0.3363674031693894)",[3.66248182 1.        ],[    0 -3928],"[ 0.         -0.00932039 -0.01859591 -0.02778168 -0.0368327  -0.04570322
 -0.05434502 -0.06270413 -0.07072285 -0.07837756 -0.08576955 -0.09331561
 -0.09756424 -0.10073753 -0.10326133 -0.1051999  -0.10640193 -0.10687814
 -0.10669403 -0.10590388 -0.10454567 -0.1026489  -0.10024035 -0.09734656
 -0.09399424 -0.09021031 -0.08602172 -0.08145544 -0.07653847 -0.07129778
 -0.06576035 -0.05995315 -0.05390316 -0.04763736 -0.04118272 -0.03456622
 -0.02781483 -0.02095554 -0.01401532 -0.00702115  0.        ]"
"(3.8566569531421955, 0)","(3.8566569531421955, 0.49672778156373915)",[7.82677119 1.        ],[    0 -9351],"[ 0.         -0.01347228 -0.02690602 -0.0402627  -0.05350379 -0.06659079
 -0.07948522 -0.09214865 -0.10454245 -0.11662702 -0.12835957 -0.1396919
 -0.15057699 -0.16100857 -0.1711035  -0.18149464 -0.18584967 -0.1885848
 -0.19032341 -0.19139046 -0.19170771 -0.19122562 -0.18992092 -0.18776501
 -0.18472284 -0.18075685 -0.17582919 -0.1699015  -0.16293068 -0.1548589
 -0.14560316 -0.1350725  -0.12324515 -0.11023707 -0.09623341 -0.08141137
 -0.06592294 -0.04990533 -0.03349097 -0.01681176  0.        ]"
"(6.820013893631995, 0)","(6.820013893631995, 0.2988562088437938)",[6.26237605 1.        ],[    0 -6493],"[ 0.         -0.01148629 -0.02292798 -0.03428049 -0.04549922 -0.05653957
 -0.06735697 -0.07790681 -0.08814451 -0.09802546 -0.10750508 -0.11653878
 -0.12508196 -0.13309002 -0.14051838 -0.14732244 -0.1534576  -0.15887934
 -0.16354325 -0.1674052  -0.17042107 -0.17254503 -0.17372407 -0.17388456
 -0.17292604 -0.17081327 -0.16781089 -0.16477946 -0.15625591 -0.14610623
 -0.13534753 -0.1240232  -0.11198648 -0.09930869 -0.08609241 -0.07242501
 -0.05838539 -0.04404887 -0.02948968 -0.01478198  0.        ]"
"(5.946606633420014, 0)","(5.946606633420014, 0.17322961636205525)",[5.86886836 1.        ],[    0 -7394],"[ 0.         -0.01375331 -0.02744907 -0.04102973 -0.05443773 -0.06761553
 -0.08050558 -0.09305032 -0.1051922  -0.11687367 -0.12803717 -0.13862517
 -0.1485801  -0.15784444 -0.16636073 -0.17407157 -0.18091957 -0.18684654
 -0.19179099 -0.19568568 -0.19843359 -0.19996307 -0.20053998 -0.20079219
 -0.19627357 -0.18962071 -0.18221854 -0.17388156 -0.16445032 -0.15404535
 -0.14276976 -0.13071157 -0.11795236 -0.10457061 -0.09064407 -0.07625045
 -0.06146754 -0.04637318 -0.03104523 -0.01556155  0.        ]"
"(3.6414898330794916, 0)","(3.6414898330794916, 0.3936943632977796)",[6.73960892 1.        ],[    0 -1466],"[ 0.         -0.00263184 -0.00525495 -0.00786061 -0.0104401  -0.01298471
 -0.01548574 -0.01793444 -0.02032188 -0.02263842 -0.02487306 -0.02701438
 -0.02905994 -0.03103673 -0.03305937 -0.03412596 -0.03491094 -0.03552943
 -0.03601838 -0.03634644 -0.03650177 -0.03647957 -0.0362735  -0.03587564
 -0.03527672 -0.03446497 -0.03342468 -0.03213887 -0.03060145 -0.0288279
 -0.02684458 -0.02467658 -0.02234503 -0.01986877 -0.01726588 -0.01455434
 -0.01175221 -0.00887759 -0.0059486  -0.00298336  0.        ]"
"(4.784771533732085, 0)","(4.784771533732085, 0.36575451163354733)",[4.5069925 1.       ],[    0 -9689],"[ 0.         -0.02393287 -0.04776815 -0.07140824 -0.09475554 -0.11771246
 -0.1401814  -0.16206476 -0.18326497 -0.2036845  -0.223226   -0.24179228
 -0.25928593 -0.27560712 -0.29064628 -0.30427025 -0.31632897 -0.3267744
 -0.33595494 -0.3455366  -0.34190623 -0.33476382 -0.32593042 -0.3159073
 -0.30447836 -0.29168327 -0.27765079 -0.26248948 -0.24628896 -0.22913104
 -0.21109541 -0.19226154 -0.17270909 -0.15251785 -0.13176764 -0.11053833
 -0.08890977 -0.0669618  -0.04477429 -0.02242707  0.        ]"
"(2.7060377842142467, 0)","(2.7060377842142467, 0.15246363879679387)",[2.63319073 1.        ],[    0 -4571],"[ 0.         -0.00874734 -0.01743409 -0.02599962 -0.03438285 -0.04252112
 -0.05034919 -0.05778989 -0.06477748 -0.07140079 -0.07795176 -0.08224432
 -0.08540604 -0.08807236 -0.09017336 -0.09162521 -0.09247982 -0.09277515
 -0.09253947 -0.09179742 -0.09057218 -0.08888664 -0.08676375 -0.08422649
 -0.08129787 -0.0780009  -0.07435861 -0.07039403 -0.06613017 -0.06159005
 -0.0567967  -0.05177314 -0.04654238 -0.04112745 -0.03555138 -0.02983718
 -0.02400787 -0.01808648 -0.01209602 -0.00605952  0.        ]"
"(5.172645155745721, 0)","(5.172645155745721, 0.3730775658610548)",[3.05153143 1.        ],[    0 -2742],"[ 0.         -0.00582138 -0.01160761 -0.01732354 -0.022934   -0.02840391
 -0.03369822 -0.03878204 -0.04362029 -0.04817652 -0.05240993 -0.05627237
 -0.05971336 -0.06270261 -0.06524969 -0.06738281 -0.06912449 -0.07048999
 -0.07151432 -0.07230305 -0.07317653 -0.07169469 -0.0695991  -0.06721193
 -0.06461404 -0.06176616 -0.05867621 -0.05536815 -0.05186226 -0.04817538
 -0.04432292 -0.04031994 -0.03618141 -0.03192237 -0.02755788 -0.023103
 -0.01857279 -0.01398232 -0.00934666 -0.00468086  0.        ]"
"(6.3912259835854375, 0)","(6.3912259835854375, 0.3034641224472903)",[3.03344112 1.        ],[    0 -4538],"[ 0.         -0.00875731 -0.01745644 -0.02603921 -0.03444746 -0.04262307
 -0.05050809 -0.05804473 -0.06517497 -0.07183844 -0.07796763 -0.08348277
 -0.08830025 -0.09237001 -0.09570887 -0.09836721 -0.1003916  -0.10181637
 -0.10266859 -0.10297239 -0.10274984 -0.1020189  -0.10079635 -0.09912867
 -0.09715525 -0.095244   -0.09083949 -0.08575359 -0.08037669 -0.07476642
 -0.06886829 -0.06270126 -0.05630163 -0.04970024 -0.04292406 -0.03599844
 -0.0289483  -0.02179847 -0.01457387 -0.0072994   0.        ]"
"(6.196622588430608, 0)","(6.196622588430608, 0.39942317934139204)",[5.67522098 1.        ],[    0 -5039],"[ 0.         -0.01077433 -0.02150943 -0.0321661  -0.0427051  -0.05308722
 -0.06327323 -0.07322392 -0.08290005 -0.09226243 -0.10127181 -0.10988898
 -0.11807471 -0.12578979 -0.13299505 -0.13965137 -0.14571975 -0.15116105
 -0.15593493 -0.15999609 -0.16328727 -0.1657428  -0.16734886 -0.16829215
 -0.16942768 -0.16387324 -0.1565673  -0.14844554 -0.13975891 -0.13041121
 -0.12043538 -0.10990901 -0.09889957 -0.08746504 -0.07565947 -0.06353584
 -0.05114703 -0.03854599 -0.02578577 -0.01291942  0.        ]"
"(6.8084611842580784, 0)","(6.8084611842580784, 0.39976335530141577)",[7.06629137 1.        ],[    0 -9504],"[ 0.         -0.01570825 -0.03136428 -0.04691588 -0.06231082 -0.0774969
 -0.09242189 -0.10703358 -0.12127975 -0.13510818 -0.14846666 -0.16130297
 -0.17356489 -0.1852002  -0.19615668 -0.20638212 -0.21582432 -0.22443112
 -0.23215047 -0.2389304  -0.24471853 -0.24946023 -0.25309352 -0.25554089
 -0.25672126 -0.25665285 -0.25567494 -0.25514688 -0.2435146  -0.22868143
 -0.21216372 -0.19457068 -0.17581561 -0.15600532 -0.13530915 -0.11387386
 -0.09182898 -0.06929762 -0.04640131 -0.02326155  0.        ]"
"(3.9216085144245896, 0)","(3.9216085144245896, 0.12095743970112971)",[6.49105308 1.        ],[    0 -3418],"[ 0.         -0.00544136 -0.0108608  -0.01623643 -0.02154634 -0.02676861
 -0.03188135 -0.0368627  -0.04169072 -0.04634346 -0.05079798 -0.05503099
 -0.05901438 -0.06271478 -0.06619816 -0.06957078 -0.07203938 -0.07396472
 -0.07565233 -0.07697148 -0.0778548  -0.07829364 -0.07827009 -0.07776276
 -0.07674342 -0.07517401 -0.07301344 -0.07024591 -0.06690595 -0.06305342
 -0.05874525 -0.05402919 -0.04894756 -0.04354093 -0.0378497  -0.0319144
 -0.02577566 -0.01947416 -0.01305059 -0.00654564  0.        ]"
"(7.896842523260469, 0)","(7.896842523260469, 0.11964397790021057)",[4.26766965 1.        ],[    0 -6608],"[ 0.         -0.01274227 -0.02541496 -0.03794847 -0.05027323 -0.06231964
 -0.07401811 -0.08529906 -0.0960929  -0.10633005 -0.11594104 -0.12485657
 -0.13300766 -0.14032493 -0.14673561 -0.1521565  -0.15648659 -0.15961925
 -0.16149673 -0.16215862 -0.16169341 -0.16018396 -0.15769534 -0.1542822
 -0.14999575 -0.14488675 -0.13900484 -0.1323999  -0.12511401 -0.11718317
 -0.10880979 -0.10016073 -0.09024422 -0.07969141 -0.06897511 -0.05797936
 -0.04670163 -0.03520954 -0.02355945 -0.0118055   0.        ]"
"(2.402756714615095, 0)","(2.402756714615095, 0.3151697150104728)",[4.08004933 1.        ],[    0 -6023],"[ 0.         -0.01393081 -0.0277955  -0.04152703 -0.05505533 -0.06830338
 -0.08118933 -0.09367132 -0.10585757 -0.11823743 -0.12665876 -0.1337729
 -0.14010471 -0.14575455 -0.15050664 -0.15425487 -0.15691928 -0.15845493
 -0.1588987  -0.15832923 -0.15681923 -0.15442509 -0.15119376 -0.14716914
 -0.14239481 -0.13691463 -0.13077261 -0.12401287 -0.11667954 -0.10881674
 -0.10046859 -0.09167921 -0.08249274 -0.07295329 -0.06310498 -0.05299194
 -0.04265828 -0.03214814 -0.02150563 -0.01077488  0.        ]"
"(6.992252639281255, 0)","(6.992252639281255, 0.1598707802337777)",[6.90465007 1.        ],[    0 -1536],"[ 0.         -0.00221063 -0.00441283 -0.00659814 -0.00875814 -0.01088438
 -0.01296842 -0.01500183 -0.01697617 -0.01888299 -0.02071386 -0.02246034
 -0.02411399 -0.02566637 -0.02710904 -0.02843357 -0.0296315  -0.03069442
 -0.03161389 -0.0323815  -0.03298882 -0.03342727 -0.03368765 -0.03375988
 -0.03362918 -0.03328629 -0.03278261 -0.03223338 -0.03083836 -0.02904501
 -0.02709729 -0.02497329 -0.022654   -0.02016936 -0.0175444  -0.01480072
 -0.01195861 -0.00903783 -0.00605803 -0.00303886  0.        ]"
"(4.0964002634202785, 0)","(4.0964002634202785, 0.11322452019513517)",[6.16437781 1.        ],[    0 -8517],"[ 0.         -0.01425862 -0.02845875 -0.04254189 -0.05644955 -0.07012324
 -0.08350448 -0.09653482 -0.10915586 -0.1213091  -0.13293583 -0.14397471
 -0.15436329 -0.1640254  -0.17286994 -0.18108997 -0.18898888 -0.19431368
 -0.19809766 -0.2012133  -0.20329212 -0.20414648 -0.2037506  -0.20203952
 -0.19892033 -0.19428884 -0.18810214 -0.18044241 -0.17145481 -0.16127729
 -0.15002486 -0.13779912 -0.12469726 -0.11081603 -0.09625253 -0.0811041
 -0.06546822 -0.04944238 -0.03312407 -0.01661078  0.        ]"
"(5.136631316247817, 0)","(5.136631316247817, 0.29320526867502894)",[3.13250141 1.        ],[    0 -5146],"[ 0.         -0.01055282 -0.02104202 -0.03140398 -0.04157509 -0.05149175
 -0.06109041 -0.07030771 -0.07908048 -0.08734528 -0.09503604 -0.10207861
 -0.108385   -0.11386269 -0.11845637 -0.1221841  -0.12509549 -0.12722968
 -0.12865596 -0.12959378 -0.13056835 -0.12812287 -0.12462418 -0.12069261
 -0.11635376 -0.11149651 -0.10614979 -0.10036251 -0.09417371 -0.08761698
 -0.08072357 -0.07352406 -0.06604897 -0.05832886 -0.05039435 -0.04227607
 -0.03400463 -0.02561068 -0.01712483 -0.00857773  0.        ]"
